GHtime,Current CO2_air,CO2_air',CO2_top'
43326.0069444445,792.0039626554002,-0.06311441642416762,-0.04960158506216003
43326.0104166666,808.204041,-0.06408799972459547,-0.05608161639999994
43326.0138888889,892.8044577236008,-0.06902083699710147,-0.08992178308944024
43326.0173611111,799.2040085527983,-0.06354838822408025,-0.05248160342111929
43326.0208333334,840.6042002239001,-0.064870136171727,-0.058253917575566236
43326.0243055555,819.0040957241995,-0.06373802371602097,-0.050963882306917285
43326.0277777778,833.404167241399,-0.06449461261722633,-0.055823906443972136
43326.03125,840.6041995600496,-0.0648701361371861,-0.058253917351516686
43326.0347222222,806.4040354399503,-0.06306978568681194,-0.04671136196098321
43326.0381944445,820.8041035171998,-0.06483829592496894,-0.06112164140687987
43326.0416666666,842.4042119999999,-0.06611114804861372,-0.0697616847999999
43326.0451388889,853.2042655171998,-0.0667415100862907,-0.07408170620687987
43326.0486111111,846.0042309656003,-0.0674927893534147,-0.08232695644333109
43326.0520833334,846.0042299999999,-0.06749277768908929,-0.08232695637499989
43326.0555555555,847.8042389396493,-0.06760974739997086,-0.08315946050958772
43326.0590277778,847.8042385171997,-0.06760974737253479,-0.08315946031420478
43326.0625,833.4041736988486,-0.06667098366140405,-0.0764994303357174
43326.0659722222,900.0044933011512,-0.07095650030662704,-0.10730207815178237
43326.0694444445,894.6044731810503,-0.07061412703261323,-0.10480456884623565
43326.0729166666,860.4043019999999,-0.06842541606081186,-0.08898698967499989
43326.0763888889,867.6043366723006,-0.06888920878286721,-0.09231700571093897
43326.0798611111,847.8042416554002,-0.0676097242895157,-0.08315946176562256
43326.0833333334,847.8042389999999,-0.06760971248491787,-0.08315946053749991
43326.0868055555,865.8043283965001,-0.06877341572006945,-0.09148450188338121
43326.0902777778,891.0044541550992,-0.07038539431900707,-0.10313956004673332
43326.09375,865.8043271895006,-0.06877341564239005,-0.09148450132514394
43326.0972222222,847.8042408104993,-0.06760972423464269,-0.08315946137485587
43326.1006944445,891.0044535515993,-0.07243937100332166,-0.12265245040114844
43326.1041666666,838.8041939999999,-0.06972070641494092,-0.10461756739451476
43326.1076388889,828.0041407241994,-0.06884342047369268,-0.09800253619357205
43326.1111111111,838.8041925515994,-0.06972071803611048,-0.10461756793785454
43326.1145833334,849.6042472758005,-0.07059397390870073,-0.11123260184233676
43326.1180555555,900.0044983102001,-0.07614603955414559,-0.15660303635938497
43326.1215277778,853.2042663017498,-0.07210265131352137,-0.12501287975368106
43326.125,862.2043104568509,-0.07288554032561899,-0.13108790955837424
43326.1284722222,856.8042845431492,-0.07241611239575012,-0.1274428920666256
43326.1319444445,880.2044002154498,-0.07444356487622317,-0.14323797014542852
43326.1354166666,856.8042839999999,-0.07241612399424156,-1.4178021701624983
43326.1388888889,856.8042854484005,-0.07241612412027512,-1.4178021810390813
43326.1423611111,878.4043891032004,-0.07428821389051181,-1.5800054594218442
43326.1458333334,880.2044008793004,-0.07444356503680899,-1.5935224337715745
43326.1493055555,882.0044099396491,-0.07769624934771564,-1.9343992367201084
43326.1527777778,887.4044380259494,-0.07823957763581428,-1.9832104280939318
43326.15625,918.004585292701,-0.0813024324483622,-2.2598070717473036
43326.1597222222,871.2043607072989,-0.07660694161795845,-1.8367769167058174
43326.1631944445,817.2040878104993,-0.07012147495109701,-1.2449216076688527
43326.1666666666,851.404257,-0.0733936713559974,-1.530279269343749
43326.1701388889,849.6042467930002,-0.07322246797140042,-0.49373654596846894
43326.1736111111,831.6041604139992,-0.07150426440282481,-0.44479881112556
43326.1770833334,842.4042112758004,-0.07253651984259955,-0.47416144940608196
43326.1805555555,853.2042656378993,-0.07356479019492362,-0.5035240972030383
43326.1840277778,840.6042051122511,-0.07236475787420449,-0.4692676826489321
43326.1875,903.6045203536503,-0.07831437368552757,-0.6405497430565087
43326.1909722222,927.0046326463496,-0.08083512730610197,-0.19749108453637787
43326.1944444445,894.6044740863,-0.07777002252384062,-0.1727859114908036
43326.1979166666,883.804419,-0.07674165515835821,-0.1645508694874999
43326.2013888889,905.4045271206996,-0.07879499866622616,-0.1810209519295333
43326.2048611111,907.2045357586007,-0.0789654909272528,-0.18239345851593292
43326.2083333334,862.2043140175008,-0.07467426457972957,-0.1480807894383442
43326.2118055555,851.4042573621007,-0.07363500441034078,-0.13984574623860163
43326.2152777778,865.8043300259493,-0.07501985666313676,-0.1508258016447862
43326.21875,896.404483629449,-0.07794109513937246,-0.17415841876745472
43326.2222222222,912.6045613705509,-0.07947647029181064,-0.18651097804504488
43326.2256944445,892.8044646638505,-0.0793736392698065,-0.18827373915597462
43326.2291666666,871.204356,-0.07714171285123511,-0.1701836481499998
43326.2326388889,871.2043584139992,-0.07714171310147301,-0.17018365017172418
43326.2361111111,907.2045311720013,-0.07770654299962339,-0.17043322947667008
43326.2395833334,846.0042341038009,-0.07217709990596247,-0.126828016798958
43326.2430555555,878.4043909136998,-0.07511881633256724,-0.149913128526011
43326.2465277778,876.6043836034997,-0.07495626117938271,-0.14863062331749347
43326.25,894.604470465301,-0.07806822123272993,-0.17561846412907361
43326.2534722222,869.4043495346988,-0.07563006618289263,-0.15608837088939143
43326.2569444445,847.8042397241994,-0.07352434895256998,-0.1393482857862544
43326.2604166666,880.204401,-0.07667735414529382,-0.16445841077499984
43326.2638888889,910.8045552069997,-0.07962575345730886,-0.18817353028542458
43326.2673611111,928.8046415860007,-0.08134778059570175,-0.20212359722915035
43326.2708333334,842.4042177936008,-0.07184812923630328,-0.12426300517794046
43326.2743055555,885.6044265515993,-0.07576805106900471,-0.1550431539180144
43326.2777777778,878.4043919396493,-0.07511882817541561,-0.14991312925699998
43326.28125,876.6043833621005,-0.0749562611575773,-0.1486306231454965
43326.2847222222,880.2044006378993,-0.07528128428275757,-0.15119563545450315
43326.2881944445,838.8041953880497,-0.07151871523276981,-0.12169798936343901
43326.2916666666,907.2045359999998,-0.07802130974093816,-0.17342328821129235
43326.2951388889,876.6043843276992,-0.07523072896068482,-0.1512381786375818
43326.2986111111,896.4044793445996,-0.07703950988416247,-0.16559324752483456
43326.3020833334,885.6044287241994,-0.0746227060523578,-2.198484606201155
43326.3055555555,860.4043028449007,-0.07247599802357539,-6.580527633563203
43326.3090277778,876.6043823361493,-0.07385828465294689,-7.134595995738639
43326.3125,856.8042868967995,-0.07589405129010626,-14.363284591503716
43326.3159722222,885.6044251032004,-0.07891747136882592,-0.18496540780731138
43326.3194444445,835.2041776897997,-0.07360872927188769,-6.111312494429505
43326.3229166666,867.6043379999999,-0.07703079013202203,-12.385449172899984
43326.3263888889,955.8047876903983,-0.08618685802881605,-23.362553640768063
43326.3298611111,1085.4054096192012,-0.09655868228793914,-31.39149567188124
43326.3333333334,1288.8064303608978,-0.11524316891080065,-58.971760010392835
43326.3368055555,1188.0059433795996,-0.10605455343966003,-61.374513575069535
43326.3402777778,1285.2064224393498,-0.1149170904362318,-72.84675282732297
43326.34375,1179.0059042335492,-0.11127929614372714,-81.1732875492772
43326.3472222222,1270.8063447664506,-0.12074977102591074,-95.7557878661506
43326.3506944445,1150.2057550434502,-0.10511273861408889,-35.53856534499553
43326.3541666666,1207.8060389999998,-0.11071058418971123,-39.78370507429996
43326.3576388889,1330.2066397749006,-0.12246872442775357,-80.41672039353521
43326.3611111111,1162.8058364501962,-0.1063410819467737,-77.64817666406118
43326.3645833334,1193.4059649480996,-0.10931527775572494,-94.82592448142881
43326.3680555555,1200.6060027586009,-0.11001321875009781,-109.33985093889493
43326.3715277778,1222.206110456849,-0.11210289373273982,-113.77418573945104
43326.375,1206.0060319915497,-0.11053612554408242,-139.34188259751755
43326.3784722222,1225.8061270084502,-0.11245055621476319,-160.76233888133044
43326.3819444445,1171.8058608104993,-0.10390260105800184,-134.36344868484505
43326.3854166666,1168.205841,-0.10357602530063484,-147.3590776153467
43326.3888888889,1198.8059856717002,-0.10983871158707564,-169.818104104255
43326.3923611111,1074.6053896565975,-0.10036397766322044,-139.79093263387614
43326.3958333334,1067.4053374828002,-0.09960452109398525,-141.0899352127071
43326.3993055555,1110.605551551599,-0.10414744316495352,-153.06406497551498
43326.4027777778,1087.205435456849,-0.10169078977193725,-144.97171971686467
43326.40625,1071.005345947501,-0.09733308515379294,-129.69089883009036
43326.4097222222,981.004914052499,-0.08835360134523826,-100.72791576316332
43326.4131944445,1006.205030155099,-0.09088466460771143,-108.83754937606848
43326.4166666666,984.6049229999999,-0.08871590219840311,-106.75868534040768
43326.4201388889,957.604792103799,-0.08599014905113384,-97.65428338991327
43326.4236111111,1018.8050857924018,-0.09214500195522954,-118.29092679625121
43326.4270833334,1011.6050584828001,-0.09142513563366018,-119.42423290013471
43326.4305555555,1042.2052099740506,-0.09447711020640874,-130.05969829160586
43326.4340277778,988.2049411206996,-0.08907811015986201,-109.58163565481082
43326.4375,991.8049568273998,-0.08730966166319923,-102.54397065595596
43326.4409722222,970.2048531726001,-0.08527607321139467,-95.70355504893156
43326.4444444445,927.0046364484007,-0.08049380634537794,-81.85355947523503
43326.4479166666,876.6043829999999,-0.07742596417290473,-75.03499565558477
43326.4513888889,941.4047059136998,-0.08578520390959271,-105.7939504466871
43326.4548611111,925.2046281726,-0.08404929968352039,-99.52533087138745
43326.4583333334,900.0045016897998,-0.08133497752372604,-93.4031991545136
43326.4618055555,950.4047503101999,-0.08303066278065091,-97.68071433034156
43326.4652777778,930.6046522758005,-0.08117323845186991,-94.36123745952243
43326.46875,909.0045397495501,-0.07913519721796511,-90.45879457743338
43326.4722222222,856.8042892504499,-0.07415452682051639,-70.86591992994458
43326.4756944445,946.804730982499,-0.08269369610736822,-101.53763370132191
43326.4791666666,867.6043379999999,-0.075191702974142,-76.80307103572802
43326.4826388889,793.8039729830994,-0.06802283164714991,-48.40642027327981
43326.4861111111,853.2042580338008,-0.07405148406785148,-72.43049146544065
43326.4895833334,939.604692206399,-0.08380556489845724,-118.45104973391841
43326.4930555555,900.0045013276992,-0.07980853012263545,-101.18078809934276
43326.4965277778,846.0042317501506,-0.07428422567744805,-75.97832509690261
43326.5,898.2044911810503,-0.07962566856933449,-101.74894632395427
43326.5034722222,900.0044998189496,-0.07980839478668826,-102.54453889185174
43326.5069444445,896.4044821206995,-0.07944282622704314,-107.73696536718882
43326.5104166666,883.804419,-0.07532097465993218,-89.59929935754563
43326.5138888889,840.6042014308998,-0.07168245467368772,-75.11033660930728
43326.5173611111,817.2040891381987,-0.06953155916661265,-68.59518070108464
43326.5208333334,842.4042103102,-0.07414192535424877,-94.95954988063458
43326.5243055555,842.4042119999999,-0.07414190354676756,-94.95955084844361
43326.5277777778,820.804105327701,-0.0718743276243986,-78.63967778124294
43326.53125,860.4043000084502,-0.07601926831380226,-99.01967047247372
43326.5347222222,840.6042049915496,-0.07395353006780182,-88.82967532261974
43326.5381944445,790.2039526897998,-0.06782845044071656,-58.198104919108495
43326.5416666666,819.004095,-0.07069113877922231,-71.91381269256243
43326.5451388889,810.0040514484007,-0.06979994347060618,-69.4022613321019
43326.5486111111,831.6041551032004,-0.07193381127347678,-79.95897449176562
43326.5520833334,810.0040514484007,-0.06979995431140087,-69.40226118658101
43326.5555555555,831.6041572758006,-0.07107275886481537,-74.80033196948747
43326.5590277778,838.8041929740505,-0.0717424622889684,-78.09221086868561
43326.5625,808.2040420863001,-0.06888350160737593,-66.00762487659851
43326.5659722222,819.0040939136999,-0.0698964676846553,-71.09225552677637
43326.5694444445,802.804014543151,-0.06837552688201291,-57.60133434834799
43326.5729166666,813.6040679999999,-0.06939067276568528,-61.66195775986239
43326.5763888889,901.8045099656003,-0.07906820561316519,-107.54970868420224
43326.5798611111,916.2045790688009,-0.08046903748605745,-114.17371855199349
43326.5833333334,993.6049628098989,-0.08790681807625549,-141.12380531291106
43326.5868055555,891.0044584399503,-0.07801382458826703,-90.66176661029446
43326.5902777778,966.60483052565,-0.08729340338935837,-126.08215607116148
43326.59375,892.8044672589001,-0.0796688676694826,-91.98296213479213
43326.5972222222,925.2046227410998,-0.08303406369288745,-96.95971349069013
43326.6006944445,925.204626,-0.08303404101625214,-94.33622678910919
43326.6041666666,986.4049319999999,-0.08931587977863929,-116.78296893429989
43326.6076388889,972.0048628967994,-0.08784589005482764,-115.7650517911011
43326.6111111111,1015.2050702064009,-0.0922419410564351,-132.21569073459733
43326.6145833334,995.4049783277011,-0.09023216200054623,-124.6758154354989
43326.6180555555,1000.8050038189498,-0.08859154457087522,-121.24658284873584
43326.6215277778,1029.6051470343994,-0.09131934269856803,-131.73897027482633
43326.625,1000.8049978443004,-0.08640203751285483,-114.70020282761001
43326.6284722222,939.6047041556996,-0.08094668371201424,-93.60771252256127
43326.6319444445,1002.6050108877488,-0.08656120673446752,-115.32057136180349
43326.6354166666,1006.205031,-0.08687937065900521,-116.561307043428
43326.6388888889,1017.0050858449008,-0.08553595270921181,-109.91424460794194
43326.6423611111,1029.6051463102,-0.08656143855369645,-113.8824557580274
43326.6458333334,950.4047573108005,-0.08005801643692276,-88.93940756869152
43326.6493055555,981.0049039740488,-0.08670590246265143,-117.17583115349738
43326.6527777778,957.6047882413992,-0.08446580864787731,-108.41581501557583
43326.65625,964.8048211032007,-0.08515648653431036,-111.11120325026835
43326.6597222222,936.0046828967993,-0.08238619919660513,-97.48042233053829
43326.6631944445,997.2049839480995,-0.08824950904063539,-118.76841309271069
43326.6666666666,1062.00531,-0.0917763191691646,-126.36612324290273
43326.6701388889,1071.0053546378992,-0.09256052313054734,-126.73259011628681
43326.6736111111,1065.6053287241994,-0.0920901544791297,-125.034450717238
43326.6770833334,1062.0053102413992,-0.09177633069184968,-121.97419404727448
43326.6805555555,1083.6054172758006,-0.09365597226697876,-128.6610459440089
43326.6840277778,1085.4054295347005,-0.09106614715853176,-118.0787795614482
43326.6875,1161.0057954043516,-0.09708377547841278,-139.46517694744836
43326.6909722222,1065.6053375956483,-0.0894743543531868,-112.47757993908883
43326.6944444445,1229.406141508149,-0.10245626691782485,-158.81477985588631
43326.6979166666,1162.8058139999998,-0.0972260296380731,-139.9743797079248
43326.7013888889,1110.6055560174989,-0.0930822208923234,-125.20757915416634
43326.7048611111,1155.6057719649998,-0.09986482197729293,-149.6248784027664
43326.7083333334,1143.0057158449008,-0.09878415588553476,-145.7584726927317
43326.7118055555,1094.4054736294509,-0.09459273007909612,-130.84518461740706
43326.7152777778,1060.2053046813496,-0.0916193473408097,-120.35064895669979
43326.71875,1170.0058509052494,-0.10241813472437149,-156.6728767741954
43326.7222222222,1179.0058940947504,-0.10321047569352211,-42.34962525458217
43326.7256944445,1260.0062972842488,-0.11029315940882445,-62.04965959867754
43326.7291666666,1281.6064079999999,-0.11216844105523585,-95.7225996479999
43326.7326388889,1209.606042689201,-0.10589600809256701,-104.90232376408323
